url_len,hostname_len,special_chars,https,digits_url,digits_hostname,status
34,21,9,0,0.29411764705882354,0.47619047619047616,1
36,26,7,0,0.027777777777777776,0.0,1
24,24,7,0,0.0,0.0,0
24,24,6,0,0.08333333333333333,0.08333333333333333,1
71,46,12,0,0.08450704225352113,0.13043478260869565,1
30,30,6,1,0.0,0.0,0
30,30,6,1,0.0,0.0,0
73,30,11,1,0.0,0.0,0
49,34,7,0,0.02040816326530612,0.0,0
43,25,8,1,0.0,0.0,0
29,26,7,1,0.0,0.0,0
32,25,6,1,0.0,0.0,0
139,63,21,1,0.11510791366906475,0.0,1
55,19,10,0,0.0,0.0,0
35,35,6,0,0.05714285714285714,0.05714285714285714,1
64,23,10,1,0.203125,0.0,0
53,26,9,0,0.0,0.0,0
41,28,8,0,0.0,0.0,1
56,27,8,0,0.0,0.0,1
39,20,8,0,0.0,0.0,1
93,29,16,1,0.10752688172043011,0.0,0
51,16,12,0,0.0784313725490196,0.0,0
46,24,7,0,0.0,0.0,1
21,21,6,0,0.19047619047619047,0.19047619047619047,1
43,33,8,1,0.0,0.0,1
126,59,19,1,0.16666666666666666,0.0,1
41,26,8,1,0.0,0.0,1
59,59,8,0,0.1864406779661017,0.1864406779661017,1
31,32,5,0,0.0,0.0,0
118,50,17,0,0.22033898305084745,0.0,1
42,26,7,0,0.0,0.0,0
41,33,6,0,0.0,0.0,0
83,23,18,1,0.04819277108433735,0.0,0
62,35,11,0,0.0,0.0,1
22,22,6,1,0.0,0.0,0
27,22,6,1,0.0,0.0,0
23,23,7,0,0.0,0.0,0
39,24,8,0,0.10256410256410256,0.0,1
30,30,6,1,0.0,0.0,0
58,38,9,1,0.017241379310344827,0.02631578947368421,1
46,29,9,0,0.0,0.0,1
79,22,15,1,0.1518987341772152,0.0,1
45,33,6,0,0.0,0.0,0
55,25,8,1,0.16363636363636364,0.0,1
126,69,15,0,0.3412698412698413,0.3188405797101449,1
45,23,9,0,0.0,0.0,0
160,56,22,1,0.1,0.10714285714285714,1
103,31,17,1,0.30097087378640774,0.0,1
79,21,11,0,0.0,0.0,1
46,25,7,1,0.0,0.0,1
34,34,7,1,0.029411764705882353,0.029411764705882353,1
46,46,10,0,0.13043478260869565,0.13043478260869565,1
319,25,44,1,0.3542319749216301,0.0,1
115,50,16,0,0.19130434782608696,0.0,1
25,25,6,1,0.0,0.0,0
36,25,8,0,0.0,0.0,1
42,42,6,0,0.0,0.0,0
54,20,7,1,0.14814814814814814,0.0,1
248,22,35,0,0.23790322580645162,0.0,1
47,47,6,0,0.0,0.0,0
186,24,22,0,0.26881720430107525,0.041666666666666664,1
116,29,19,0,0.0,0.0,1
48,44,11,1,0.020833333333333332,0.0,1
45,46,5,0,0.022222222222222223,0.021739130434782608,1
90,42,14,0,0.06666666666666667,0.0,0
43,21,9,0,0.0,0.0,1
29,20,6,1,0.0,0.0,0
71,19,12,1,0.0,0.0,1
23,23,6,1,0.0,0.0,0
34,34,6,0,0.0,0.0,0
48,36,9,0,0.0,0.0,1
48,30,7,1,0.0,0.0,1
22,22,6,1,0.0,0.0,0
48,33,8,0,0.020833333333333332,0.0,0
20,21,6,0,0.0,0.0,1
71,26,10,1,0.2112676056338028,0.0,0
62,25,12,1,0.0,0.0,1
119,51,17,1,0.06722689075630252,0.0,1
109,30,12,1,0.06422018348623854,0.0,1
103,26,21,0,0.06796116504854369,0.0,0
99,31,17,1,0.06060606060606061,0.0,0
24,24,6,1,0.0,0.0,0
51,23,10,0,0.11764705882352941,0.0,0
63,26,9,0,0.0,0.0,1
53,20,9,0,0.03773584905660377,0.05,1
225,29,35,0,0.19555555555555557,0.0,1
29,29,6,0,0.20689655172413793,0.20689655172413793,1
116,50,17,0,0.16379310344827586,0.0,1
105,29,16,1,0.047619047619047616,0.0,1
72,26,10,1,0.19444444444444445,0.0,0
22,22,6,1,0.045454545454545456,0.045454545454545456,1
35,35,7,0,0.0,0.0,1
159,22,27,1,0.07547169811320754,0.0,1
22,22,6,0,0.0,0.0,0
62,25,10,1,0.0,0.0,0
25,26,5,0,0.0,0.0,1
72,34,10,1,0.027777777777777776,0.0,1
27,27,6,1,0.0,0.0,0
144,32,21,0,0.20833333333333334,0.0,1
31,27,10,1,0.12903225806451613,0.14814814814814814,0
35,35,6,0,0.0,0.0,1
36,22,7,0,0.0,0.0,1
74,47,11,0,0.08108108108108109,0.0,1
49,28,9,0,0.0,0.0,1
28,29,5,0,0.0,0.0,0
21,21,6,1,0.0,0.0,0
23,23,6,1,0.0,0.0,0
61,23,12,0,0.0,0.0,0
56,56,10,0,0.07142857142857142,0.07142857142857142,1
61,21,11,0,0.04918032786885246,0.0,1
132,25,13,1,0.03787878787878788,0.0,1
26,26,6,0,0.0,0.0,0
43,28,7,0,0.0,0.0,1
18,18,5,1,0.0,0.0,0
37,21,8,1,0.0,0.0,0
111,28,15,0,0.10810810810810811,0.0,1
29,29,6,1,0.0,0.0,0
46,29,8,0,0.1956521739130435,0.0,1
71,36,10,0,0.0,0.0,0
66,27,11,0,0.0,0.0,0
39,23,8,0,0.07692307692307693,0.0,1
26,26,6,1,0.0,0.0,0
23,20,6,0,0.0,0.0,1
57,20,12,0,0.0,0.0,1
23,23,6,1,0.0,0.0,0
72,21,14,0,0.16666666666666666,0.0,0
125,24,19,0,0.056,0.0,0
62,36,10,0,0.0,0.0,1
35,35,7,0,0.02857142857142857,0.02857142857142857,1
56,32,9,1,0.03571428571428571,0.0,0
88,23,13,1,0.06818181818181818,0.0,0
86,26,12,1,0.05813953488372093,0.0,1
23,23,7,0,0.0,0.0,0
46,28,9,1,0.0,0.0,0
163,27,25,0,0.012269938650306749,0.0,1
101,35,16,0,0.0,0.0,0
88,29,14,0,0.0,0.0,1
64,29,10,0,0.0,0.0,1
41,27,9,1,0.0,0.0,0
31,31,7,0,0.0,0.0,1
50,50,8,0,0.0,0.0,1
55,32,10,1,0.2727272727272727,0.0,1
77,22,15,0,0.15584415584415584,0.5,1
89,26,16,0,0.0,0.0,1
66,49,11,0,0.25757575757575757,0.3469387755102041,1
51,25,10,1,0.0,0.0,0
52,26,10,1,0.019230769230769232,0.038461538461538464,0
106,27,19,0,0.05660377358490566,0.0,0
59,21,13,0,0.1864406779661017,0.14285714285714285,0
168,21,8,1,0.11904761904761904,0.0,1
58,25,9,0,0.0,0.0,0
26,21,6,0,0.07692307692307693,0.0,1
58,22,11,1,0.10344827586206896,0.0,0
128,59,19,1,0.171875,0.0,1
43,33,7,0,0.18604651162790697,0.24242424242424243,1
44,19,6,1,0.0,0.0,0
84,38,12,0,0.0,0.0,1
18,18,6,0,0.16666666666666666,0.16666666666666666,0
24,22,6,0,0.0,0.0,0
33,33,7,0,0.09090909090909091,0.09090909090909091,1
50,20,12,0,0.0,0.0,0
197,24,15,0,0.36548223350253806,0.0,1
89,21,15,0,0.0,0.0,0
44,27,7,1,0.0,0.0,0
84,30,10,0,0.2976190476190476,0.2,1
123,55,18,1,0.17073170731707318,0.0,1
74,27,14,0,0.02702702702702703,0.0,0
437,31,33,0,0.43249427917620137,0.0,1
48,37,7,0,0.041666666666666664,0.0,0
68,37,12,1,0.0,0.0,1
72,17,7,0,0.2916666666666667,0.0,1
50,26,10,0,0.0,0.0,1
65,33,10,0,0.0,0.0,1
29,29,6,0,0.0,0.0,0
124,55,19,1,0.12096774193548387,0.0,1
22,22,6,1,0.0,0.0,0
20,20,7,1,0.05,0.05,0
133,35,17,0,0.0,0.0,1
75,30,10,0,0.0,0.0,1
19,19,5,1,0.0,0.0,0
35,26,7,0,0.11428571428571428,0.15384615384615385,1
63,36,8,1,0.0,0.0,1
88,30,18,1,0.09090909090909091,0.0,0
126,26,21,0,0.047619047619047616,0.0,1
23,23,6,1,0.0,0.0,0
43,33,6,0,0.0,0.0,0
80,23,18,1,0.0,0.0,1
43,24,9,0,0.0,0.0,1
31,31,6,0,0.0,0.0,0
63,35,14,0,0.1111111111111111,0.0,0
62,25,11,0,0.0,0.0,1
74,27,14,0,0.0,0.0,1
22,15,5,1,0.045454545454545456,0.0,1
67,18,14,0,0.029850746268656716,0.0,0
40,27,6,1,0.0,0.0,0
64,24,11,0,0.0,0.0,1
46,28,9,0,0.043478260869565216,0.0,1
92,27,12,1,0.2717391304347826,0.0,1
30,30,6,0,0.0,0.0,0
73,22,9,0,0.3150684931506849,0.0,1
34,32,8,1,0.058823529411764705,0.0625,1
46,25,8,1,0.0,0.0,0
50,31,8,0,0.0,0.0,0
29,30,6,0,0.06896551724137931,0.06666666666666667,0
33,22,9,1,0.0,0.0,0
71,26,13,0,0.15492957746478872,0.0,0
26,26,6,1,0.0,0.0,0
48,32,7,0,0.0,0.0,0
57,25,10,1,0.0,0.0,1
101,29,16,0,0.0,0.0,1
127,59,18,1,0.16535433070866143,0.0,1
26,26,7,1,0.0,0.0,0
93,30,13,0,0.27956989247311825,0.0,1
78,23,11,1,0.0,0.0,0
74,29,12,1,0.02702702702702703,0.0,0
25,25,6,0,0.0,0.0,0
124,22,9,0,0.29838709677419356,0.0,1
46,32,8,1,0.0,0.0,0
66,29,13,0,0.0,0.0,1
41,41,6,1,0.024390243902439025,0.024390243902439025,1
62,20,11,1,0.0,0.0,0
71,28,13,0,0.0,0.0,1
47,23,8,1,0.0,0.0,1
34,20,5,1,0.0,0.0,0
35,35,6,0,0.0,0.0,1
99,23,14,1,0.030303030303030304,0.0,1
20,16,5,0,0.0,0.0,1
37,18,9,0,0.0,0.0,1
56,38,9,0,0.03571428571428571,0.02631578947368421,1
28,28,6,0,0.07142857142857142,0.07142857142857142,1
35,24,7,0,0.0,0.0,0
142,29,10,1,0.49295774647887325,0.034482758620689655,1
62,37,10,0,0.11290322580645161,0.1891891891891892,1
132,25,12,1,0.030303030303030304,0.0,1
46,28,10,1,0.0,0.0,0
113,24,14,1,0.09734513274336283,0.0,1
22,22,7,1,0.0,0.0,0
24,24,6,1,0.0,0.0,0
39,34,7,1,0.0,0.0,0
88,37,13,1,0.056818181818181816,0.0,0
40,21,12,0,0.25,0.47619047619047616,1
83,26,12,1,0.04819277108433735,0.0,1
125,59,18,1,0.144,0.0,1
31,31,6,1,0.0,0.0,0
32,32,6,0,0.0,0.0,0
43,24,8,1,0.046511627906976744,0.0,0
64,26,11,1,0.0,0.0,0
43,20,9,0,0.0,0.0,0
27,23,7,0,0.0,0.0,1
117,38,18,0,0.10256410256410256,0.0,0
30,31,6,1,0.03333333333333333,0.03225806451612903,1
28,29,6,0,0.0,0.0,0
140,42,18,1,0.07142857142857142,0.16666666666666666,1
30,30,7,1,0.0,0.0,1
466,24,83,1,0.16523605150214593,0.041666666666666664,1
25,25,6,1,0.0,0.0,0
43,22,9,0,0.13953488372093023,0.0,0
40,20,8,0,0.0,0.0,1
629,28,23,0,0.17170111287758347,0.0,1
43,29,8,0,0.0,0.0,0
127,58,19,0,0.14960629921259844,0.0,1
103,24,19,0,0.06796116504854369,0.0,0
28,29,5,1,0.0,0.0,0
113,24,13,1,0.07964601769911504,0.0,1
73,27,14,0,0.0547945205479452,0.0,1
56,34,11,0,0.03571428571428571,0.058823529411764705,1
416,25,8,1,0.12259615384615384,0.0,1
32,32,6,1,0.0,0.0,0
44,25,7,1,0.0,0.0,0
22,22,6,1,0.0,0.0,0
32,32,6,0,0.0,0.0,1
30,30,6,0,0.2,0.2,1
44,29,9,0,0.0,0.0,1
78,23,13,1,0.01282051282051282,0.0,0
127,59,18,1,0.16535433070866143,0.0,1
29,29,7,0,0.0,0.0,0
46,24,8,0,0.0,0.0,1
32,26,7,0,0.0,0.0,1
61,20,10,0,0.0,0.0,0
113,24,14,1,0.05309734513274336,0.0,1
55,18,11,0,0.0,0.0,1
70,44,8,0,0.0,0.0,0
92,35,11,0,0.043478260869565216,0.0,0
46,25,9,0,0.0,0.0,0
34,31,9,1,0.0,0.0,1
31,31,6,1,0.0,0.0,1
59,50,10,0,0.01694915254237288,0.02,1
100,29,12,1,0.28,0.2413793103448276,1
43,22,7,0,0.09302325581395349,0.0,1
35,35,6,0,0.0,0.0,1
38,18,9,0,0.02631578947368421,0.05555555555555555,0
43,35,8,0,0.11627906976744186,0.14285714285714285,1
33,24,7,0,0.0,0.0,1
28,22,8,1,0.0,0.0,0
28,28,6,1,0.0,0.0,0
28,28,6,0,0.0,0.0,0
37,20,8,0,0.10810810810810811,0.0,0
82,23,12,0,0.0,0.0,0
41,38,6,0,0.0,0.0,1
29,24,6,0,0.0,0.0,1
35,26,9,0,0.4,0.5384615384615384,1
26,26,6,0,0.0,0.0,0
54,54,8,0,0.2037037037037037,0.2037037037037037,1
74,15,12,0,0.0,0.0,0
30,31,5,0,0.0,0.0,0
41,24,9,0,0.0975609756097561,0.0,1
33,20,7,0,0.21212121212121213,0.0,0
218,20,41,0,0.1651376146788991,0.45,1
65,34,9,0,0.0,0.0,0
40,26,8,0,0.025,0.0,1
28,28,6,1,0.0,0.0,1
31,31,6,1,0.0,0.0,0
73,50,17,1,0.0410958904109589,0.06,1
123,55,18,1,0.1951219512195122,0.0,1
85,25,14,0,0.07058823529411765,0.0,0
35,24,8,1,0.08571428571428572,0.0,1
29,29,6,0,0.0,0.0,0
95,64,13,0,0.010526315789473684,0.015625,1
76,25,15,1,0.0,0.0,0
202,19,16,0,0.33663366336633666,0.0,1
49,32,9,1,0.0,0.0,0
75,20,15,1,0.10666666666666667,0.05,0
49,23,10,0,0.02040816326530612,0.0,0
59,21,11,0,0.0,0.0,1
47,19,9,0,0.0,0.0,0
115,43,15,1,0.06086956521739131,0.0,1
34,27,8,0,0.029411764705882353,0.037037037037037035,1
197,22,15,0,0.40609137055837563,0.0,1
47,20,9,0,0.0,0.0,0
34,34,6,0,0.0,0.0,0
75,30,9,0,0.0,0.0,0
48,36,8,0,0.0,0.0,1
189,25,12,0,0.4021164021164021,0.0,1
39,22,8,0,0.28205128205128205,0.5,1
44,33,9,0,0.022727272727272728,0.0,1
43,22,9,0,0.13953488372093023,0.0,0
75,50,13,0,0.08,0.12,1
39,30,8,0,0.02564102564102564,0.0,1
131,25,13,1,0.4351145038167939,0.0,1
35,35,7,0,0.0,0.0,0
34,23,7,1,0.0,0.0,0
43,22,10,0,0.2558139534883721,0.5,1
86,36,14,0,0.09302325581395349,0.0,1
48,21,9,0,0.0,0.0,0
89,31,16,0,0.0,0.0,1
52,32,7,0,0.0,0.0,0
24,24,6,1,0.0,0.0,0
60,30,11,1,0.0,0.0,1
27,27,6,1,0.0,0.0,0
69,22,9,0,0.21739130434782608,0.0,1
57,25,13,0,0.14035087719298245,0.0,0
56,38,11,0,0.0,0.0,1
56,27,10,0,0.0,0.0,0
58,30,10,0,0.0,0.0,1
20,20,6,1,0.0,0.0,0
55,24,10,1,0.01818181818181818,0.0,1
37,26,6,1,0.0,0.0,0
124,58,18,0,0.14516129032258066,0.0,1
84,20,15,0,0.0,0.0,1
78,59,11,1,0.15384615384615385,0.0,1
25,25,6,1,0.0,0.0,0
39,32,7,0,0.0,0.0,1
35,22,8,0,0.0,0.0,0
80,31,15,0,0.075,0.0,0
28,24,7,1,0.03571428571428571,0.0,0
80,42,18,1,0.1,0.16666666666666666,1
93,27,17,1,0.0,0.0,0
52,26,9,0,0.057692307692307696,0.0,0
64,16,11,0,0.046875,0.0,1
32,32,8,0,0.125,0.125,1
37,37,7,1,0.0,0.0,0
74,21,14,0,0.0,0.0,0
35,29,6,0,0.08571428571428572,0.10344827586206896,1
22,23,5,0,0.045454545454545456,0.043478260869565216,1
32,25,8,0,0.0,0.0,0
40,25,8,1,0.0,0.0,0
40,21,8,0,0.025,0.0,0
29,29,7,1,0.0,0.0,0
44,22,9,0,0.1590909090909091,0.0,0
24,24,6,1,0.0,0.0,0
53,29,9,0,0.03773584905660377,0.0,1
34,34,7,0,0.029411764705882353,0.029411764705882353,1
68,26,12,0,0.27941176470588236,0.038461538461538464,1
99,32,11,1,0.08080808080808081,0.0,1
40,41,5,0,0.025,0.024390243902439025,1
85,25,14,0,0.0,0.0,1
25,25,6,0,0.0,0.0,0
160,22,18,0,0.29375,0.5,1
84,25,16,0,0.011904761904761904,0.0,0
127,59,18,1,0.15748031496062992,0.0,1
17,17,5,1,0.0,0.0,0
23,18,7,0,0.0,0.0,0
47,25,7,0,0.06382978723404255,0.0,1
64,24,11,0,0.0,0.0,0
44,25,8,0,0.13636363636363635,0.0,0
83,30,11,0,0.2289156626506024,0.0,1
30,30,6,1,0.0,0.0,0
77,67,14,1,0.05194805194805195,0.05970149253731343,1
101,45,10,0,0.18811881188118812,0.0,1
53,48,10,0,0.05660377358490566,0.0625,1
32,33,5,0,0.0,0.0,1
25,22,8,0,0.0,0.0,1
26,26,6,1,0.0,0.0,0
28,21,6,0,0.0,0.0,1
58,25,12,0,0.3275862068965517,0.0,0
26,26,7,0,0.0,0.0,0
98,34,14,0,0.25510204081632654,0.0,1
60,30,12,0,0.0,0.0,0
56,45,11,0,0.08928571428571429,0.044444444444444446,1
52,26,10,0,0.038461538461538464,0.0,1
153,29,18,0,0.1830065359477124,0.0,1
86,26,19,1,0.0,0.0,1
34,23,9,0,0.0,0.0,0
25,25,6,1,0.08,0.08,0
33,33,6,0,0.0,0.0,0
33,33,6,0,0.0,0.0,1
152,26,10,0,0.2565789473684211,0.07692307692307693,1
35,36,5,0,0.02857142857142857,0.027777777777777776,1
44,25,8,1,0.0,0.0,0
57,26,9,0,0.10526315789473684,0.0,1
91,28,15,1,0.0,0.0,1
58,25,8,1,0.0,0.0,1
50,29,12,0,0.0,0.0,1
37,37,6,1,0.0,0.0,0
62,18,7,0,0.2903225806451613,0.0,1
125,58,19,0,0.088,0.0,1
59,35,9,0,0.03389830508474576,0.0,1
42,42,6,1,0.0,0.0,1
47,25,8,0,0.0851063829787234,0.16,0
49,26,9,0,0.04081632653061224,0.0,1
26,26,7,1,0.0,0.0,0
50,25,11,0,0.0,0.0,0
54,20,7,1,0.24074074074074073,0.0,1
49,26,8,0,0.0,0.0,0
61,22,12,0,0.0,0.0,1
42,42,6,0,0.07142857142857142,0.07142857142857142,1
28,28,7,1,0.0,0.0,0
121,29,23,0,0.0743801652892562,0.0,0
41,41,6,0,0.0,0.0,1
64,20,12,1,0.125,0.0,1
20,21,4,0,0.0,0.0,0
20,20,6,1,0.0,0.0,0
41,16,9,0,0.14634146341463414,0.0,1
83,25,12,1,0.07228915662650602,0.0,1
65,26,10,0,0.0,0.0,0
177,25,21,0,0.3050847457627119,0.0,1
84,32,10,1,0.08333333333333333,0.0,1
67,30,12,0,0.014925373134328358,0.0,0
100,25,18,0,0.07,0.0,0
40,24,7,0,0.0,0.0,0
342,28,37,1,0.4152046783625731,0.0,1
26,26,7,1,0.0,0.0,0
91,26,11,0,0.16483516483516483,0.0,1
127,58,19,0,0.12598425196850394,0.0,1
95,25,15,0,0.0,0.0,0
148,51,18,1,0.060810810810810814,0.0,1
74,29,9,1,0.33783783783783783,0.10344827586206896,1
36,28,7,0,0.0,0.0,1
93,30,13,0,0.3010752688172043,0.0,1
74,47,11,0,0.08108108108108109,0.0,1
40,26,7,0,0.0,0.0,0
32,20,7,0,0.0,0.0,0
44,25,8,1,0.0,0.0,0
40,40,7,1,0.0,0.0,1
131,31,15,1,0.3816793893129771,0.0,1
54,27,11,0,0.018518518518518517,0.0,0
50,29,8,0,0.08,0.0,1
65,16,15,1,0.015384615384615385,0.0,1
25,25,6,1,0.0,0.0,0
35,24,7,0,0.0,0.0,0
45,29,7,0,0.044444444444444446,0.0,1
32,22,7,1,0.0,0.0,1
29,29,6,0,0.0,0.0,0
82,24,12,0,0.0,0.0,0
72,22,13,0,0.027777777777777776,0.0,1
135,37,25,0,0.044444444444444446,0.16216216216216217,1
74,31,10,0,0.0,0.0,0
64,48,11,1,0.0,0.0,1
44,26,8,1,0.0,0.0,0
183,30,36,1,0.08196721311475409,0.0,1
128,59,19,1,0.1484375,0.0,1
50,33,7,1,0.0,0.0,0
82,24,10,0,0.25609756097560976,0.041666666666666664,1
53,53,11,1,0.16981132075471697,0.16981132075471697,1
25,25,6,1,0.0,0.0,0
33,33,7,1,0.0,0.0,1
21,21,5,0,0.047619047619047616,0.047619047619047616,1
68,45,9,0,0.0,0.0,1
86,23,20,1,0.09302325581395349,0.0,0
46,24,7,1,0.0,0.0,0
28,21,6,1,0.0,0.0,1
128,59,19,1,0.1875,0.0,1
128,29,19,0,0.0,0.0,1
29,29,6,1,0.0,0.0,0
32,32,8,0,0.1875,0.1875,1
43,29,7,0,0.046511627906976744,0.06896551724137931,1
42,22,9,0,0.11904761904761904,0.0,0
16,12,5,0,0.0,0.0,1
69,29,11,0,0.0,0.0,0
59,26,10,0,0.0,0.0,0
93,28,16,0,0.010752688172043012,0.0,0
56,25,9,0,0.10714285714285714,0.0,0
33,33,7,1,0.0,0.0,0
36,37,6,0,0.0,0.0,0
83,19,16,0,0.1566265060240964,0.0,0
81,35,12,0,0.024691358024691357,0.0,0
33,33,6,1,0.0,0.0,0
42,23,8,0,0.0,0.0,1
28,28,6,1,0.0,0.0,0
58,29,10,0,0.0,0.0,0
55,21,11,0,0.0,0.0,1
63,26,12,0,0.0,0.0,1
47,25,8,0,0.0,0.0,1
60,35,9,1,0.0,0.0,0
36,37,5,0,0.0,0.0,1
67,30,10,0,0.0,0.0,0
30,30,6,0,0.0,0.0,0
74,23,15,1,0.05405405405405406,0.0,0
30,30,6,1,0.0,0.0,0
218,20,20,0,0.42660550458715596,0.05,1
26,26,6,1,0.0,0.0,0
44,33,7,1,0.09090909090909091,0.09090909090909091,1
26,26,6,0,0.0,0.0,0
60,26,9,0,0.0,0.0,0
104,36,12,0,0.22115384615384615,0.0,1
127,59,18,1,0.13385826771653545,0.0,1
43,37,8,0,0.0,0.0,1
42,42,7,1,0.0,0.0,1
43,25,6,1,0.0,0.0,0
21,21,6,0,0.0,0.0,0
51,30,10,0,0.0,0.0,1
64,27,12,0,0.09375,0.0,0
60,26,10,0,0.0,0.0,0
27,27,7,0,0.0,0.0,0
27,22,6,0,0.0,0.0,0
41,35,8,0,0.0,0.0,1
49,31,9,0,0.0,0.0,1
174,22,30,1,0.11494252873563218,0.0,1
88,31,16,1,0.13636363636363635,0.0,1
53,26,12,0,0.03773584905660377,0.0,0
132,38,18,1,0.030303030303030304,0.02631578947368421,1
69,32,10,1,0.0,0.0,0
85,19,15,0,0.023529411764705882,0.0,1
42,34,6,1,0.19047619047619047,0.23529411764705882,1
50,30,9,0,0.0,0.0,1
16,17,5,0,0.0,0.0,0
39,34,6,1,0.20512820512820512,0.23529411764705882,1
25,26,5,0,0.0,0.0,0
36,27,7,1,0.08333333333333333,0.0,1
39,27,9,1,0.0,0.0,1
136,59,21,1,0.1323529411764706,0.0,1
105,27,16,1,0.08571428571428572,0.0,1
43,22,9,0,0.13953488372093023,0.0,0
239,35,27,1,0.2301255230125523,0.0,1
55,29,8,0,0.0,0.0,0
44,23,9,0,0.0,0.0,1
39,28,6,0,0.0,0.0,1
68,25,11,0,0.0,0.0,0
66,26,10,0,0.0,0.0,0
34,26,8,0,0.0,0.0,1
58,40,9,0,0.0,0.0,1
46,25,8,1,0.0,0.0,0
89,30,17,1,0.0,0.0,0
53,24,10,0,0.0,0.0,0
127,59,18,1,0.18110236220472442,0.0,1
38,38,6,0,0.0,0.0,1
67,37,9,1,0.0,0.0,1
33,25,7,1,0.030303030303030304,0.0,0
17,14,5,0,0.11764705882352941,0.0,1
43,32,7,0,0.023255813953488372,0.0,0
62,49,10,0,0.0,0.0,1
30,31,5,0,0.03333333333333333,0.03225806451612903,1
126,59,19,1,0.19047619047619047,0.0,1
78,20,18,0,0.1282051282051282,0.45,1
84,20,6,1,0.25,0.0,1
23,21,6,1,0.0,0.0,0
28,28,6,1,0.0,0.0,0
43,33,6,0,0.0,0.0,0
17,17,5,1,0.0,0.0,0
41,41,6,0,0.34146341463414637,0.34146341463414637,1
129,62,20,0,0.17054263565891473,0.0,1
267,33,14,0,0.12359550561797752,0.0,1
73,26,11,0,0.0273972602739726,0.07692307692307693,1
43,43,6,0,0.0,0.0,1
41,29,9,0,0.0,0.0,0
40,22,9,0,0.0,0.0,0
46,36,9,0,0.1956521739130435,0.25,1
123,29,19,0,0.0,0.0,1
49,22,10,1,0.02040816326530612,0.0,1
34,34,6,1,0.11764705882352941,0.11764705882352941,1
44,31,8,1,0.09090909090909091,0.0,0
58,23,12,0,0.06896551724137931,0.0,0
65,26,14,1,0.0,0.0,0
80,20,14,0,0.025,0.05,0
24,24,7,1,0.0,0.0,0
24,19,5,1,0.041666666666666664,0.0,1
35,35,7,1,0.0,0.0,0
39,40,5,0,0.0,0.0,1
69,37,9,0,0.07246376811594203,0.0,1
128,59,19,1,0.1484375,0.0,1
58,25,9,1,0.0,0.0,0
24,24,5,1,0.0,0.0,0
37,17,5,0,0.10810810810810811,0.0,1
71,23,11,1,0.0,0.0,0
157,23,18,0,0.1910828025477707,0.0,1
188,30,16,0,0.21808510638297873,0.0,1
42,25,9,0,0.19047619047619047,0.12,0
18,19,5,0,0.0,0.0,1
29,29,7,0,0.0,0.0,0
56,28,10,0,0.10714285714285714,0.0,0
39,25,7,0,0.0,0.0,0
56,37,9,0,0.05357142857142857,0.02702702702702703,1
30,31,5,0,0.0,0.0,0
38,19,8,0,0.02631578947368421,0.0,1
25,25,6,0,0.0,0.0,0
69,27,12,0,0.0,0.0,1
29,21,7,0,0.034482758620689655,0.047619047619047616,1
28,28,6,1,0.0,0.0,0
34,34,6,1,0.058823529411764705,0.058823529411764705,1
80,42,15,0,0.0,0.0,0
26,20,6,0,0.0,0.0,1
123,24,10,0,0.2845528455284553,0.0,1
43,22,9,0,0.13953488372093023,0.0,0
44,44,10,1,0.13636363636363635,0.13636363636363635,1
46,46,6,0,0.06521739130434782,0.06521739130434782,1
45,45,8,0,0.0,0.0,1
42,42,6,0,0.047619047619047616,0.047619047619047616,1
83,25,12,1,0.024096385542168676,0.0,1
41,25,8,1,0.0,0.0,0
65,18,12,0,0.046153846153846156,0.16666666666666666,1
50,23,10,0,0.0,0.0,0
75,42,9,0,0.30666666666666664,0.0,1
123,55,18,1,0.17886178861788618,0.0,1
133,34,22,1,0.06766917293233082,0.0,1
114,34,15,0,0.2894736842105263,0.0,1
57,23,11,0,0.0,0.0,0
84,32,17,0,0.14285714285714285,0.0,1
77,16,14,0,0.03896103896103896,0.0,1
35,35,6,1,0.0,0.0,0
95,32,15,1,0.042105263157894736,0.0,1
48,27,8,0,0.0,0.0,1
58,33,10,0,0.0,0.0,0
34,21,7,0,0.0,0.0,0
61,29,15,1,0.01639344262295082,0.0,1
39,25,6,1,0.0,0.0,0
63,42,8,0,0.0,0.0,1
70,30,11,1,0.07142857142857142,0.0,0
71,31,10,1,0.0,0.0,0
29,29,6,1,0.06896551724137931,0.06896551724137931,1
95,25,14,0,0.05263157894736842,0.0,0
49,25,9,1,0.0,0.0,0
201,30,14,0,0.417910447761194,0.0,1
192,20,37,1,0.5520833333333334,0.0,1
89,24,13,0,0.0449438202247191,0.16666666666666666,0
25,25,6,1,0.0,0.0,0
43,27,9,0,0.0,0.0,1
60,32,9,0,0.16666666666666666,0.0,1
132,25,12,1,0.045454545454545456,0.0,1
25,25,5,1,0.0,0.0,1
126,69,15,0,0.30158730158730157,0.2753623188405797,1
55,34,8,0,0.0,0.0,0
76,38,12,1,0.02631578947368421,0.05263157894736842,1
56,23,7,0,0.32142857142857145,0.0,1
66,26,12,0,0.09090909090909091,0.0,0
26,26,6,0,0.0,0.0,1
262,221,21,1,0.14885496183206107,0.15384615384615385,1
44,44,6,1,0.0,0.0,0
30,14,7,0,0.4,0.0,1
45,45,9,1,0.0,0.0,1
34,34,7,1,0.0,0.0,1
47,21,11,1,0.0,0.0,1
53,32,8,1,0.0,0.0,0
